iteration,epoch,phase,loss,record_id
1,0,train,3.35441517829895,pdb_00007lf7_A_B
2,0,train,3.220795154571533,pdb_00003lh2_K_O
3,0,train,3.119192361831665,pdb_00007yru_H_L
4,0,train,3.0999302864074707,pdb_00001dee_D_C
5,0,train,2.9397037029266357,pdb_00002x7l_A_B
6,0,train,2.959716320037842,pdb_00008caf_B_A
7,0,train,2.908228874206543,pdb_00004f3f_B_A
8,0,train,2.8753089904785156,pdb_00004kht_H_L
9,0,train,2.8627307415008545,pdb_00004lmq_E_I
10,0,train,3.0059568881988525,pdb_00006s3d_A_B
11,0,train,2.9267215728759766,pdb_00004okv_C_D
12,0,train,2.8267624378204346,pdb_00005cbe_C_D
13,0,train,2.8905270099639893,pdb_00009f91_A_B
14,0,train,2.851330280303955,pdb_00005wk3_W_V
15,0,train,2.895402669906616,pdb_00007rxj_H_L
16,0,train,2.8710012435913086,pdb_00006ba5_F_E
16,0,validation,2.8397388458251953,
17,1,train,2.8304498195648193,pdb_00007lf7_A_B
18,1,train,2.8132405281066895,pdb_00003lh2_K_O
19,1,train,2.8034586906433105,pdb_00007yru_H_L
20,1,train,2.874519109725952,pdb_00001dee_D_C
21,1,train,2.7431416511535645,pdb_00002x7l_A_B
22,1,train,2.7835052013397217,pdb_00008caf_B_A
23,1,train,2.859900712966919,pdb_00004f3f_B_A
24,1,train,2.8527517318725586,pdb_00004kht_H_L
25,1,train,2.7257578372955322,pdb_00004lmq_E_I
26,1,train,2.9083526134490967,pdb_00006s3d_A_B
27,1,train,2.876955986022949,pdb_00004okv_C_D
28,1,train,2.8047845363616943,pdb_00005cbe_C_D
29,1,train,2.8090662956237793,pdb_00009f91_A_B
30,1,train,2.8458447456359863,pdb_00005wk3_W_V
31,1,train,2.7913997173309326,pdb_00007rxj_H_L
32,1,train,2.8088572025299072,pdb_00006ba5_F_E
32,1,validation,2.791521370410919,
