iteration,epoch,phase,loss,record_id
1,0,train,3.365993022918701,pdb_00005hbv_D_C
2,0,train,3.072547435760498,pdb_00009ldw_S1_S2
3,0,train,2.9987807273864746,pdb_00003eoa_B_A
4,0,train,2.989529609680176,pdb_00009mq9_J_N
5,0,train,2.8467044830322266,pdb_00008smt_A_B
6,0,train,2.8802897930145264,pdb_00002ybr_G_H
7,0,train,2.8042171001434326,pdb_00007yk6_S1_S2
8,0,train,2.855065107345581,pdb_00004dn4_H_L
9,0,train,2.8704943656921387,pdb_00008z2e_H_L
10,0,train,2.951969623565674,pdb_00007vgs_D_C
11,0,train,2.955826759338379,pdb_00007t82_H_L
12,0,train,2.881732940673828,pdb_00009ctw_F_E
13,0,train,2.8744237422943115,pdb_00006gku_H_L
14,0,train,2.8726158142089844,pdb_00006ywc_D_E
15,0,train,2.8704988956451416,pdb_00009e3l_K_L
16,0,train,2.8144164085388184,pdb_00009c6y_A_B
17,0,train,2.839336395263672,pdb_00008ijb_S1_S2
18,0,train,2.867166042327881,pdb_00006xpz_E_F
19,0,train,2.8785672187805176,pdb_00006cyf_F_E
20,0,train,2.8875739574432373,pdb_00006dkj_H_L
21,0,train,2.790419101715088,pdb_00008zh7_H_I
22,0,train,2.7542002201080322,pdb_00009ue8_Q_R
23,0,train,2.834091901779175,pdb_00007jum_H1_H2
24,0,train,2.833022117614746,pdb_00008hn7_D_C
25,0,train,2.8033788204193115,pdb_00008dwx_X_W
26,0,train,2.7554595470428467,pdb_00008vgh_F_E
27,0,train,2.797935724258423,pdb_000011oq_H_L
28,0,train,2.8597500324249268,pdb_00007lop_H_L
29,0,train,2.752249002456665,pdb_00007vfx_S1_S2
30,0,train,2.714339256286621,pdb_00008iy5_E1_E2
31,0,train,2.834376573562622,pdb_00004ma8_H_L
32,0,train,2.7596161365509033,pdb_00007ubs_I1_I2
33,0,train,2.779900074005127,pdb_00006w41_H_L
34,0,train,2.7297534942626953,pdb_00009u5p_B_C
35,0,train,2.8493049144744873,pdb_00006ban_B_A
36,0,train,2.6597602367401123,pdb_00008uh3_E1_E2
37,0,train,2.544278860092163,pdb_00008x9t_S1_S2
38,0,train,2.745884418487549,pdb_00007bwj_H_L
39,0,train,2.7139861583709717,pdb_00004hg4_Z_z
40,0,train,2.801562786102295,pdb_00008wu1_H_L
41,0,train,2.4896631240844727,pdb_00008wwl_E1_E2
42,0,train,2.752347707748413,pdb_00002vir_B_A
43,0,train,2.5822160243988037,pdb_00008j6p_S1_S2
44,0,train,2.6588947772979736,pdb_00009u5p_P_Q
45,0,train,2.7099246978759766,pdb_00007vgr_D_C
46,0,train,2.6794888973236084,pdb_00006ban_D_C
47,0,train,2.6260945796966553,pdb_00006k7o_B_C
48,0,train,2.713599443435669,pdb_00006wzm_C_D
49,0,train,2.74145245552063,pdb_00004fp8_I_M
50,0,train,2.5270631313323975,pdb_00007s0b_C_D
51,0,train,2.738043785095215,pdb_00009vo0_E1_E2
52,0,train,2.238140344619751,pdb_00008k3z_S1_S2
53,0,train,2.753694772720337,pdb_00004m62_H_L
54,0,train,2.231459617614746,pdb_00007ys6_E1_E2
55,0,train,2.559201717376709,pdb_00004gxu_O_P
56,0,train,2.798466682434082,pdb_00001r3k_B_A
57,0,train,2.5850658416748047,pdb_00009ban_E_F
58,0,train,2.3076977729797363,pdb_00008j22_F1_F2
59,0,train,2.6354401111602783,pdb_00008eed_H_L
60,0,train,2.754424571990967,pdb_00005kov_K1_K2
61,0,train,2.7040436267852783,pdb_00006e0p_M1_M2
62,0,train,2.151585340499878,pdb_00008x2k_E1_E2
63,0,train,1.9929898977279663,pdb_00009vmo_S1_S2
64,0,train,2.6952826976776123,pdb_00008ygs_H_L
65,0,train,1.9523595571517944,pdb_00007xat_E1_E2
66,0,train,2.543034315109253,pdb_00008h7z_F_I
67,0,train,1.9917033910751343,pdb_00007ejk_H1_H2
68,0,train,1.8862718343734741,pdb_00009izg_S1_S2
69,0,train,1.6924368143081665,pdb_00008jef_S1_S2
70,0,train,2.4954659938812256,pdb_00006vmk_B_A
71,0,train,2.3533103466033936,pdb_00008i5h_E_F
72,0,train,1.6990989446640015,pdb_00007y66_S1_S2
73,0,train,1.5178996324539185,pdb_00008hn8_S1_S2
74,0,train,2.6059908866882324,pdb_00008dv6_C_L
75,0,train,2.859563112258911,pdb_00006x3v_K_L
76,0,train,2.459700107574463,pdb_00007ucq_I1_I2
77,0,train,2.307046890258789,pdb_00007dpm_D_E
78,0,train,1.4594881534576416,pdb_00009ll7_S1_S2
79,0,train,2.7825207710266113,pdb_00006oc3_C_D
80,0,train,1.6286320686340332,pdb_00008gur_S1_S2
81,0,train,2.637364625930786,pdb_00001ots_C_D
82,0,train,2.463285446166992,pdb_00007kzb_H_L
83,0,train,2.3860373497009277,pdb_00008cxg_G_I
84,0,train,2.7509548664093018,pdb_00007t0w_H_L
85,0,train,2.357895851135254,pdb_00007z0y_H_L
86,0,train,1.2672944068908691,pdb_00009lr1_S1_S2
87,0,train,2.5912842750549316,pdb_00007jum_J1_J2
88,0,train,2.1983163356781006,pdb_00008zyu_D_Q
89,0,train,2.1397693157196045,pdb_00009jqv_H_L
90,0,train,2.6097540855407715,pdb_00008vgi_F_E
91,0,train,2.73458194732666,pdb_00006ml8_H_L
92,0,train,1.1393547058105469,pdb_00009ite_E1_E2
93,0,train,2.525014877319336,pdb_00009mtg_M_N
94,0,train,2.125561237335205,pdb_00007srs_H_L
95,0,train,2.463221788406372,pdb_00007ycl_A_B
96,0,train,1.2292028665542603,pdb_00008f7w_E1_E2
97,0,train,2.095331907272339,pdb_00004ttd_C_D
98,0,train,2.570240020751953,pdb_00002vis_B_A
99,0,train,2.3199269771575928,pdb_00007t3d_K_N
100,0,train,2.863662004470825,pdb_00009me6_I_M
101,0,train,1.8784809112548828,pdb_00008id3_S1_S2
102,0,train,2.5736782550811768,pdb_00007k5x_N2_N1
103,0,train,1.4159554243087769,pdb_00008z7j_S1_S2
104,0,train,2.2860941886901855,pdb_00008v52_D_C
105,0,train,2.374732255935669,pdb_00006z3q_H_L
106,0,train,0.7993424534797668,pdb_00009v81_E1_E2
