iteration,epoch,phase,loss,record_id
1,0,train,3.3457064628601074,pdb_00005hbv_D_C
2,0,train,2.9445197582244873,pdb_00009ldw_S1_S2
3,0,train,3.1499907970428467,pdb_00003eoa_B_A
4,0,train,2.997911214828491,pdb_00009mq9_J_N
5,0,train,2.8850643634796143,pdb_00008smt_A_B
6,0,train,2.771602153778076,pdb_00002ybr_G_H
7,0,train,2.4334585666656494,pdb_00007yk6_S1_S2
8,0,train,2.7812113761901855,pdb_00004dn4_H_L
9,0,train,2.667484998703003,pdb_00008z2e_H_L
10,0,train,2.861125946044922,pdb_00007vgs_D_C
11,0,train,2.863784074783325,pdb_00007t82_H_L
12,0,train,2.763312816619873,pdb_00009ctw_F_E
13,0,train,2.5973060131073,pdb_00006gku_H_L
14,0,train,2.7383408546447754,pdb_00006ywc_D_E
15,0,train,3.0864009857177734,pdb_00009e3l_K_L
16,0,train,2.619568347930908,pdb_00009c6y_A_B
17,0,train,2.465251922607422,pdb_00008ijb_S1_S2
18,0,train,2.696993350982666,pdb_00006xpz_E_F
19,0,train,2.412785053253174,pdb_00006cyf_F_E
20,0,train,2.548151731491089,pdb_00006dkj_H_L
21,0,train,2.4865686893463135,pdb_00008zh7_H_I
22,0,train,2.4778637886047363,pdb_00009ue8_Q_R
23,0,train,2.6076276302337646,pdb_00007jum_H1_H2
24,0,train,2.3733577728271484,pdb_00008hn7_D_C
25,0,train,2.727656602859497,pdb_00008dwx_X_W
26,0,train,2.58882212638855,pdb_00008vgh_F_E
27,0,train,2.446232795715332,pdb_000011oq_H_L
28,0,train,2.65669584274292,pdb_00007lop_H_L
29,0,train,2.1646623611450195,pdb_00007vfx_S1_S2
30,0,train,1.9778189659118652,pdb_00008iy5_E1_E2
31,0,train,2.6899616718292236,pdb_00004ma8_H_L
32,0,train,2.622437000274658,pdb_00007ubs_I1_I2
33,0,train,2.683840274810791,pdb_00006w41_H_L
34,0,train,2.4861433506011963,pdb_00009u5p_B_C
35,0,train,2.721216917037964,pdb_00006ban_B_A
36,0,train,2.280416250228882,pdb_00008uh3_E1_E2
37,0,train,1.6988970041275024,pdb_00008x9t_S1_S2
38,0,train,2.626300811767578,pdb_00007bwj_H_L
39,0,train,2.638737916946411,pdb_00004hg4_Z_z
40,0,train,2.444688081741333,pdb_00008wu1_H_L
41,0,train,2.048224925994873,pdb_00008wwl_E1_E2
42,0,train,2.6684250831604004,pdb_00002vir_B_A
43,0,train,1.9207197427749634,pdb_00008j6p_S1_S2
44,0,train,2.3988237380981445,pdb_00009u5p_P_Q
45,0,train,2.601170301437378,pdb_00007vgr_D_C
46,0,train,2.4395456314086914,pdb_00006ban_D_C
47,0,train,2.525514841079712,pdb_00006k7o_B_C
48,0,train,2.5712192058563232,pdb_00006wzm_C_D
49,0,train,2.736137866973877,pdb_00004fp8_I_M
50,0,train,2.0605275630950928,pdb_00007s0b_C_D
51,0,train,2.0063698291778564,pdb_00009vo0_E1_E2
52,0,train,1.5083749294281006,pdb_00008k3z_S1_S2
53,0,train,2.756772994995117,pdb_00004m62_H_L
54,0,train,1.163101315498352,pdb_00007ys6_E1_E2
55,0,train,2.287118673324585,pdb_00004gxu_O_P
56,0,train,2.8565220832824707,pdb_00001r3k_B_A
57,0,train,2.5297865867614746,pdb_00009ban_E_F
58,0,train,2.0908825397491455,pdb_00008j22_F1_F2
59,0,train,2.633687973022461,pdb_00008eed_H_L
60,0,train,2.743607997894287,pdb_00005kov_K1_K2
61,0,train,2.6436517238616943,pdb_00006e0p_M1_M2
62,0,train,1.9235752820968628,pdb_00008x2k_E1_E2
63,0,train,1.4187359809875488,pdb_00009vmo_S1_S2
64,0,train,2.654097080230713,pdb_00008ygs_H_L
65,0,train,1.52392578125,pdb_00007xat_E1_E2
66,0,train,2.403010129928589,pdb_00008h7z_F_I
67,0,train,1.663456916809082,pdb_00007ejk_H1_H2
68,0,train,1.537532925605774,pdb_00009izg_S1_S2
69,0,train,1.2057114839553833,pdb_00008jef_S1_S2
70,0,train,2.29146409034729,pdb_00006vmk_B_A
71,0,train,2.1213018894195557,pdb_00008i5h_E_F
72,0,train,1.0171825885772705,pdb_00007y66_S1_S2
73,0,train,0.9128520488739014,pdb_00008hn8_S1_S2
74,0,train,2.480705499649048,pdb_00008dv6_C_L
75,0,train,2.773219108581543,pdb_00006x3v_K_L
76,0,train,2.291428327560425,pdb_00007ucq_I1_I2
77,0,train,2.1081318855285645,pdb_00007dpm_D_E
78,0,train,0.8296422958374023,pdb_00009ll7_S1_S2
79,0,train,2.5911617279052734,pdb_00006oc3_C_D
80,0,train,1.1922632455825806,pdb_00008gur_S1_S2
81,0,train,2.6261556148529053,pdb_00001ots_C_D
82,0,train,2.1974852085113525,pdb_00007kzb_H_L
83,0,train,2.3186075687408447,pdb_00008cxg_G_I
84,0,train,2.7878353595733643,pdb_00007t0w_H_L
85,0,train,2.3395092487335205,pdb_00007z0y_H_L
86,0,train,0.766257643699646,pdb_00009lr1_S1_S2
87,0,train,2.3782148361206055,pdb_00007jum_J1_J2
88,0,train,2.18992280960083,pdb_00008zyu_D_Q
89,0,train,2.000373601913452,pdb_00009jqv_H_L
90,0,train,2.3726258277893066,pdb_00008vgi_F_E
91,0,train,2.5834388732910156,pdb_00006ml8_H_L
92,0,train,0.606442391872406,pdb_00009ite_E1_E2
93,0,train,2.5975472927093506,pdb_00009mtg_M_N
94,0,train,2.0929455757141113,pdb_00007srs_H_L
95,0,train,2.3780455589294434,pdb_00007ycl_A_B
96,0,train,0.586239755153656,pdb_00008f7w_E1_E2
97,0,train,1.8394542932510376,pdb_00004ttd_C_D
98,0,train,2.6633927822113037,pdb_00002vis_B_A
99,0,train,2.3489434719085693,pdb_00007t3d_K_N
100,0,train,2.7867372035980225,pdb_00009me6_I_M
101,0,train,1.926923155784607,pdb_00008id3_S1_S2
102,0,train,2.4123733043670654,pdb_00007k5x_N2_N1
103,0,train,1.0696415901184082,pdb_00008z7j_S1_S2
104,0,train,2.2816295623779297,pdb_00008v52_D_C
105,0,train,2.3072943687438965,pdb_00006z3q_H_L
106,0,train,0.46879616379737854,pdb_00009v81_E1_E2
107,0,train,1.1181505918502808,pdb_00008wwi_E1_E2
108,0,train,2.7256765365600586,pdb_00002dqe_H_L
109,0,train,0.4381765127182007,pdb_00009kft_S1_S2
110,0,train,2.743746757507324,pdb_00008hq7_H_L
111,0,train,2.5510432720184326,pdb_00003rif_H_L
112,0,train,2.2598178386688232,pdb_00008siq_H_L
113,0,train,1.009992003440857,pdb_00008wwm_E1_E2
114,0,train,2.5044820308685303,pdb_00008y3l_G_H
115,0,train,2.202669143676758,pdb_00008ee8_H_L
116,0,train,2.5732245445251465,pdb_00008yub_D_E
117,0,train,1.907048225402832,pdb_00008zyt_D_Q
118,0,train,2.365452766418457,pdb_00007wed_H_L
119,0,train,0.3855447471141815,pdb_00007t6v_E1_E2
120,0,train,2.3885958194732666,pdb_00008sid_K_L
121,0,train,1.9916319847106934,pdb_00004dkf_H_L
122,0,train,2.3151631355285645,pdb_00009npg_K_J
123,0,train,2.5557096004486084,pdb_00005kov_U1_U2
124,0,train,2.254779815673828,pdb_00008hgm_C_D
125,0,train,2.470015525817871,pdb_00001xgr_B_A
126,0,train,2.960561752319336,pdb_00009e3h_J_K
127,0,train,1.7632862329483032,pdb_00005bo1_I_M
128,0,train,2.199492931365967,pdb_00007bpk_H_L
129,0,train,2.1602158546447754,pdb_00009npg_G_H
130,0,train,1.67461359500885,pdb_00002qr0_R_Q
131,0,train,2.473381519317627,pdb_00009os5_I_L
132,0,train,2.042257308959961,pdb_00008gv6_G_H
133,0,train,2.3323662281036377,pdb_00003rif_G_K
134,0,train,2.4550933837890625,pdb_00006d0u_H_I
135,0,train,1.961045503616333,pdb_00007zoz_H_L
136,0,train,2.102191686630249,pdb_00003zdz_E_F
137,0,train,1.8914064168930054,pdb_00007pa7_ooo2_ooo1
138,0,train,2.3171610832214355,pdb_00004n90_F_G
139,0,train,2.3112595081329346,pdb_00007ahu_H_L
140,0,train,2.1347343921661377,pdb_00008vgj_F_E
141,0,train,2.2921085357666016,pdb_00008xa4_C_D
142,0,train,2.4035251140594482,pdb_00002x7l_A_B
143,0,train,1.8764092922210693,pdb_00008suo_H_L
144,0,train,2.503523588180542,pdb_00007yvl_A_C
145,0,train,1.8229906558990479,pdb_00007cjf_A_B
146,0,train,1.151666522026062,pdb_00008j23_F1_F2
147,0,train,1.7327731847763062,pdb_00004lmq_E_I
148,0,train,2.0285370349884033,pdb_00008vk1_C_B
149,0,train,2.4735941886901855,pdb_00007f0x_B1_B2
150,0,train,1.1834397315979004,pdb_00007w3z_H1_H2
151,0,train,0.5681468844413757,pdb_00007s8o_E1_E2
152,0,train,2.304995059967041,pdb_00006wtu_E_F
153,0,train,0.46155375242233276,pdb_00009lr2_S1_S2
154,0,train,1.7778420448303223,pdb_00009rip_H_L
155,0,train,0.9587061405181885,pdb_00008k9l_H1_H2
156,0,train,1.9676698446273804,pdb_00007whz_B_D
157,0,train,2.4463417530059814,pdb_00006mlm_F_G
158,0,train,2.6991961002349854,pdb_00006ba5_D_C
159,0,train,0.5470512509346008,pdb_00008h0q_E1_E2
160,0,train,1.9283407926559448,pdb_00009bt5_C_D
161,0,train,2.313654661178589,pdb_00001bvk_B_A
162,0,train,1.928571343421936,pdb_00007jx3_C_D
163,0,train,0.34380102157592773,pdb_00008dzp_E1_E2
164,0,train,2.314582347869873,pdb_00002dqi_H_L
165,0,train,2.464911699295044,pdb_00007mkm_H_L
166,0,train,2.604964017868042,pdb_00008u4q_H_L
167,0,train,0.37720128893852234,pdb_00009le0_S1_S2
168,0,train,0.3471390902996063,pdb_00007evz_E1_E2
169,0,train,2.442141532897949,pdb_00003f7v_A_B
170,0,train,2.213249444961548,pdb_00006k5d_E_F
171,0,train,1.8445634841918945,pdb_00006woz_B_C
172,0,train,2.112994909286499,pdb_00007rku_J_K
173,0,train,0.8873826265335083,pdb_00009p0k_F1_F2
174,0,train,2.706843376159668,pdb_00008c7h_L_K
175,0,train,2.1899592876434326,pdb_00005b8c_B_A
176,0,train,0.2016633152961731,pdb_00009k6l_S1_S2
177,0,train,0.20860038697719574,pdb_00009le1_S1_S2
178,0,train,2.18326473236084,pdb_00007vad_H_L
179,0,train,1.8168354034423828,pdb_00006b9y_B_A
180,0,train,1.9502264261245728,pdb_00009udq_I_C
181,0,train,0.18332144618034363,pdb_00008zme_E1_E2
182,0,train,2.183553457260132,pdb_00006k5d_C_D
183,0,train,1.7461038827896118,pdb_00004ogx_H_L
184,0,train,1.8567579984664917,pdb_00006vja_H_L
185,0,train,2.350635051727295,pdb_00009lbw_H_L
186,0,train,1.8167668581008911,pdb_00003b2v_H_L
187,0,train,2.117594003677368,pdb_00007k60_M2_M1
188,0,train,0.8945250511169434,pdb_00008rql_S1_S2
189,0,train,2.090625524520874,pdb_00007wqv_N1_N2
190,0,train,0.7107272744178772,pdb_00008j6d_H1_H2
191,0,train,2.5638177394866943,pdb_00006wtv_H_I
192,0,train,1.6116935014724731,pdb_00007b3o_H_L
193,0,train,2.3995540142059326,pdb_00009ctw_D_C
194,0,train,1.5664790868759155,pdb_00008vgp_H_L
195,0,train,2.3429362773895264,pdb_00007rk1_D1_D2
196,0,train,0.22252988815307617,pdb_00009b65_S1_S2
197,0,train,0.22755774855613708,pdb_00009vnf_E1_E2
198,0,train,2.5638625621795654,pdb_00007n4j_H_L
199,0,train,0.46981388330459595,pdb_00008xxz_S1_S2
200,0,train,2.0710957050323486,pdb_00002ht2_E_F
201,0,train,1.2507274150848389,pdb_00002qr0_F_E
202,0,train,1.9190441370010376,pdb_00008vgk_J_I
203,0,train,2.035020112991333,pdb_00004v1d_A_B
204,0,train,2.1101627349853516,pdb_00009sat_H_L
205,0,train,2.1966254711151123,pdb_00005lsp_S_T
206,0,train,2.583874225616455,pdb_00009m7v_H_L
207,0,train,2.073129177093506,pdb_00002dqg_H_L
208,0,train,0.25286489725112915,pdb_00008dwc_E1_E2
209,0,train,0.42009755969047546,pdb_00009izc_S1_S2
210,0,train,1.9801443815231323,pdb_00008hn6_A_B
211,0,train,2.2141854763031006,pdb_00007k78_L1_L2
212,0,train,2.5464487075805664,pdb_00007mdj_A_B
213,0,train,1.9302353858947754,pdb_00009bbn_S_T
214,0,train,2.4543657302856445,pdb_00008tp5_J_K
215,0,train,0.2329634726047516,pdb_00008gut_S1_S2
216,0,train,2.4234414100646973,pdb_00007l7e_M_N
217,0,train,0.21321386098861694,pdb_00009m8k_N1_N2
218,0,train,0.39942896366119385,pdb_00009xhh_D1_D2
219,0,train,2.338696002960205,pdb_00005kov_C1_C2
220,0,train,2.073021411895752,pdb_00009rii_H_L
221,0,train,2.271693468093872,pdb_00006ba5_B_A
222,0,train,2.3137552738189697,pdb_00007xj9_K_J
223,0,train,0.3621995151042938,pdb_00009vj6_E1_E2
224,0,train,1.899066686630249,pdb_00002h2s_E_F
225,0,train,2.0400400161743164,pdb_00001rjl_B_A
226,0,train,2.6490838527679443,pdb_00009mtm_I_J
227,0,train,1.8867967128753662,pdb_00006ad8_C_D
228,0,train,0.4362369179725647,pdb_00008xgm_S1_S2
229,0,train,0.3928411602973938,pdb_00009d4z_E1_E2
230,0,train,2.446254014968872,pdb_00009oco_H_L
231,0,train,1.7175151109695435,pdb_00006vja_I_M
232,0,train,0.2883467376232147,pdb_00008efl_E1_E2
233,0,train,1.9165655374526978,pdb_00007vag_H_L
234,0,train,0.2738899886608124,pdb_00008hk3_H1_H2
235,0,train,1.9334739446640015,pdb_00003a67_H_L
236,0,train,1.7705655097961426,pdb_00007kmh_A_B
237,0,train,2.1288602352142334,pdb_00006h3u_I_M
238,0,train,2.4111738204956055,pdb_00009qub_F_E
239,0,train,2.4870383739471436,pdb_00008dnn_E_F
240,0,train,0.2256273627281189,pdb_00008vve_E1_E2
241,0,train,2.0171332359313965,pdb_00007sco_H_L
242,0,train,1.7089308500289917,pdb_00007rks_H_L
