iteration,epoch,phase,loss,record_id
1,0,train,3.3936257362365723,pdb_00005hbv_D_C
2,0,train,3.1011579036712646,pdb_00009ldw_S1_S2
3,0,train,3.036755323410034,pdb_00003eoa_B_A
4,0,train,2.934180498123169,pdb_00009mq9_J_N
5,0,train,2.845506191253662,pdb_00008smt_A_B
6,0,train,2.9098923206329346,pdb_00002ybr_G_H
7,0,train,2.8012912273406982,pdb_00007yk6_S1_S2
8,0,train,2.845796585083008,pdb_00004dn4_H_L
9,0,train,2.80669903755188,pdb_00008z2e_H_L
10,0,train,2.9208884239196777,pdb_00007vgs_D_C
11,0,train,2.9585154056549072,pdb_00007t82_H_L
12,0,train,2.878492593765259,pdb_00009ctw_F_E
13,0,train,2.81821608543396,pdb_00006gku_H_L
14,0,train,2.8481459617614746,pdb_00006ywc_D_E
15,0,train,2.87022066116333,pdb_00009e3l_K_L
16,0,train,2.8098390102386475,pdb_00009c6y_A_B
17,0,train,2.8095250129699707,pdb_00008ijb_S1_S2
18,0,train,2.8482909202575684,pdb_00006xpz_E_F
19,0,train,2.8465256690979004,pdb_00006cyf_F_E
20,0,train,2.8769733905792236,pdb_00006dkj_H_L
21,0,train,2.7960782051086426,pdb_00008zh7_H_I
22,0,train,2.7744171619415283,pdb_00009ue8_Q_R
23,0,train,2.838444232940674,pdb_00007jum_H1_H2
24,0,train,2.8029186725616455,pdb_00008hn7_D_C
25,0,train,2.80399489402771,pdb_00008dwx_X_W
26,0,train,2.7636518478393555,pdb_00008vgh_F_E
27,0,train,2.7910823822021484,pdb_000011oq_H_L
28,0,train,2.855313777923584,pdb_00007lop_H_L
29,0,train,2.696091651916504,pdb_00007vfx_S1_S2
30,0,train,2.654862880706787,pdb_00008iy5_E1_E2
31,0,train,2.846540927886963,pdb_00004ma8_H_L
32,0,train,2.7481119632720947,pdb_00007ubs_I1_I2
33,0,train,2.7615787982940674,pdb_00006w41_H_L
34,0,train,2.686253786087036,pdb_00009u5p_B_C
35,0,train,2.9367456436157227,pdb_00006ban_B_A
36,0,train,2.5603065490722656,pdb_00008uh3_E1_E2
37,0,train,2.4856653213500977,pdb_00008x9t_S1_S2
38,0,train,2.6826252937316895,pdb_00007bwj_H_L
39,0,train,2.6593616008758545,pdb_00004hg4_Z_z
