iteration,epoch,phase,loss,record_id
1,0,train,3.388223648071289,pdb_00005hbv_D_C
2,0,train,3.030452251434326,pdb_00009ldw_S1_S2
3,0,train,3.0724756717681885,pdb_00003eoa_B_A
4,0,train,3.0862045288085938,pdb_00009mq9_J_N
5,0,train,2.8408873081207275,pdb_00008smt_A_B
6,0,train,2.8104634284973145,pdb_00002ybr_G_H
7,0,train,2.659545660018921,pdb_00007yk6_S1_S2
8,0,train,2.8574931621551514,pdb_00004dn4_H_L
9,0,train,2.803913116455078,pdb_00008z2e_H_L
10,0,train,2.95282244682312,pdb_00007vgs_D_C
11,0,train,2.917454957962036,pdb_00007t82_H_L
12,0,train,2.8663852214813232,pdb_00009ctw_F_E
13,0,train,2.695477247238159,pdb_00006gku_H_L
14,0,train,2.7996551990509033,pdb_00006ywc_D_E
15,0,train,2.828331470489502,pdb_00009e3l_K_L
16,0,train,2.7207117080688477,pdb_00009c6y_A_B
17,0,train,2.5324270725250244,pdb_00008ijb_S1_S2
18,0,train,2.678781032562256,pdb_00006xpz_E_F
19,0,train,2.6720974445343018,pdb_00006cyf_F_E
20,0,train,2.7001230716705322,pdb_00006dkj_H_L
21,0,train,2.6467957496643066,pdb_00008zh7_H_I
22,0,train,2.685382604598999,pdb_00009ue8_Q_R
23,0,train,2.6695380210876465,pdb_00007jum_H1_H2
24,0,train,2.4918019771575928,pdb_00008hn7_D_C
25,0,train,2.688878059387207,pdb_00008dwx_X_W
26,0,train,2.603578805923462,pdb_00008vgh_F_E
27,0,train,2.5917916297912598,pdb_000011oq_H_L
28,0,train,2.7404427528381348,pdb_00007lop_H_L
29,0,train,2.0823867321014404,pdb_00007vfx_S1_S2
30,0,train,1.8913804292678833,pdb_00008iy5_E1_E2
31,0,train,2.6637496948242188,pdb_00004ma8_H_L
32,0,train,3.1008360385894775,pdb_00007ubs_I1_I2
33,0,train,2.772630214691162,pdb_00006w41_H_L
34,0,train,2.5511374473571777,pdb_00009u5p_B_C
35,0,train,2.6706018447875977,pdb_00006ban_B_A
36,0,train,2.227083683013916,pdb_00008uh3_E1_E2
37,0,train,1.8896422386169434,pdb_00008x9t_S1_S2
38,0,train,2.7256619930267334,pdb_00007bwj_H_L
39,0,train,2.7954368591308594,pdb_00004hg4_Z_z
40,0,train,2.5162901878356934,pdb_00008wu1_H_L
41,0,train,2.2251710891723633,pdb_00008wwl_E1_E2
